n_odds	isEulerian	listPairs	listPairsCombinationsBase	modifyGraph	hierholzer	total_time	total_distance	path
10	606	75214	209712	672	5177	291381	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	567	75877	222972	670	5174	305260	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	587	78094	224747	781	5033	309242	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	530	75992	223944	699	5124	306289	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	516	75690	208259	663	5032	290160	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	531	75516	224662	790	5177	306676	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	554	75691	225678	684	5056	307663	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	643	75924	233925	709	5147	316348	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 3 4 2 4 7 6 5 0
10	621	75513	222711	676	5294	304815	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
10	528	76517	207198	671	5261	290175	25	P: 0 1 2 6 7 12 13 11 9 8 10 12 10 11 10 8 3 1 2 4 3 4 7 6 5 0
